whole,part,jj,result1,result2,result3
bed,leg,dry,probably,unrelated,guaranteed
bed,leg,narrow,unrelated,unrelated,unrelated
bed,leg,wooden,probably,guaranteed,guaranteed
laptop,screen,old,guaranteed,guaranteed,probably
laptop,screen,windows,guaranteed,guaranteed,pjj-nonsense
laptop,screen,open,guaranteed,guaranteed,guaranteed
laptop,screen,black,guaranteed,impossible,pjj-nonsense
laptop,screen,closed,guaranteed,guaranteed,guaranteed
laptop,screen,typical,guaranteed,guaranteed,probably
court,fence,open,unrelated,guaranteed,unrelated
court,fence,red,unlikely,unrelated,unlikely
bush,rose,green,unlikely,impossible,unlikely
truck,sign,open,impossible,impossible,unrelated
truck,sign,white,unrelated,unrelated,unlikely
truck,sign,old,unrelated,unrelated,probably
cow,back,dead,guaranteed,guaranteed,guaranteed
cow,back,white,probably,probably,guaranteed
cow,back,old,guaranteed,guaranteed,guaranteed
picture,date,black,impossible,unlikely,unlikely
picture,date,true,guaranteed,wjj-nonsense,guaranteed
picture,date,clear,guaranteed,probably,probably
oven,light,moderate,pjj-nonsense,guaranteed,unrelated
oven,light,hot,probably,guaranteed,guaranteed
oven,light,black,impossible,unrelated,impossible
oven,light,cast,pjj-nonsense,pjj-nonsense,impossible
oven,light,slow,unrelated,unrelated,unrelated
toddler,head,pink,guaranteed,guaranteed,probably
toddler,head,young,guaranteed,guaranteed,guaranteed
toddler,head,curious,unrelated,pjj-nonsense,guaranteed
toddler,head,active,guaranteed,probably,guaranteed
toddler,head,healthy,guaranteed,guaranteed,guaranteed
toddler,head,pictured,unrelated,probably,unrelated
toddler,head,dressed,unrelated,unrelated,unlikely
toddler,head,typical,guaranteed,probably,guaranteed
bus,light,old,probably,guaranteed,probably
bus,light,public,guaranteed,guaranteed,guaranteed
bus,light,crowded,impossible,unrelated,impossible
bus,light,black,impossible,unrelated,unlikely
bus,light,external,guaranteed,guaranteed,probably
bus,light,colorful,unrelated,guaranteed,unrelated
house,wall,brown,probably,guaranteed,unlikely
house,wall,old,probably,guaranteed,guaranteed
house,wall,tan,probably,guaranteed,unlikely
house,wall,private,guaranteed,guaranteed,pjj-nonsense
house,wall,empty,pjj-nonsense,pjj-nonsense,impossible
fire truck,light,open,impossible,unrelated,unlikely
fire truck,light,old,guaranteed,guaranteed,probably
fire truck,light,red,unlikely,unrelated,probably
child,eye,young,guaranteed,guaranteed,guaranteed
child,eye,dear,guaranteed,guaranteed,pjj-nonsense
child,eye,poor,pjj-nonsense,unrelated,pjj-nonsense
child,eye,sick,unrelated,unrelated,unlikely
ground,part,white,probably,unrelated,guaranteed
ground,part,dirty,probably,guaranteed,guaranteed
ground,part,sandy,probably,guaranteed,guaranteed
ground,part,firm,probably,probably,guaranteed
ground,part,dry,probably,probably,guaranteed
ground,part,fertile,probably,probably,guaranteed
ground,part,open,pjj-nonsense,probably,pjj-nonsense
bike,exhaust,stationary,guaranteed,guaranteed,guaranteed
building,arch,tall,probably,guaranteed,unrelated
building,arch,old,guaranteed,guaranteed,guaranteed
building,arch,public,pjj-nonsense,guaranteed,guaranteed
building,arch,fine,probably,guaranteed,guaranteed
building,arch,original,probably,unrelated,guaranteed
banana,top,ripe,guaranteed,guaranteed,guaranteed
banana,top,wild,guaranteed,guaranteed,guaranteed
banana,top,green,probably,guaranteed,probably
meter,display,sound,guaranteed,guaranteed,wjj-nonsense
meter,display,white,unrelated,unrelated,unrelated
bedroom,wall,upstairs,guaranteed,guaranteed,guaranteed
bedroom,wall,white,probably,guaranteed,guaranteed
bedroom,wall,old,guaranteed,guaranteed,probably
bedroom,wall,darkened,guaranteed,guaranteed,probably
bedroom,wall,dark,guaranteed,guaranteed,probably
bedroom,wall,colorful,probably,guaranteed,probably
road,reflection,old,impossible,impossible,impossible
road,reflection,grey,probably,guaranteed,probably
road,reflection,open,pjj-nonsense,guaranteed,pjj-nonsense
road,reflection,empty,pjj-nonsense,guaranteed,unlikely
road,reflection,long,probably,unrelated,unlikely
water bottle,label,empty,unrelated,unrelated,unrelated
water bottle,label,white,unrelated,unrelated,unrelated
water bottle,label,plastic,probably,probably,probably
water bottle,label,clear,unrelated,unlikely,unrelated
pizza,piece,cold,guaranteed,probably,guaranteed
pizza,piece,free,guaranteed,guaranteed,guaranteed
pizza,piece,hot,guaranteed,guaranteed,guaranteed
pizza,piece,frozen,guaranteed,guaranteed,guaranteed
pizza,piece,leftover,pjj-nonsense,wjj-nonsense,guaranteed
branch,shadow,brown,impossible,impossible,unlikely
branch,shadow,important,pjj-nonsense,guaranteed,unlikely
branch,shadow,thin,guaranteed,guaranteed,probably
branch,shadow,long,guaranteed,guaranteed,probably
branch,shadow,smooth,unrelated,guaranteed,probably
roof,chimney,black,probably,probably,probably
jean,hole,dear,unrelated,pjj-nonsense,pjj-nonsense
jean,hole,old,unrelated,unrelated,probably
jean,hole,poor,unrelated,pjj-nonsense,pjj-nonsense
hydrant,plug,open,unrelated,unrelated,guaranteed
hydrant,plug,red,probably,unrelated,probably
hydrant,plug,broken,unrelated,unrelated,unrelated
bicycle,shadow,stationary,guaranteed,guaranteed,probably
bicycle,shadow,white,unrelated,impossible,impossible
bicycle,shadow,high,impossible,probably,pjj-nonsense
bicycle,shadow,old,impossible,impossible,pjj-nonsense
fence,stick,white,probably,guaranteed,guaranteed
fence,stick,wooden,guaranteed,guaranteed,guaranteed
fence,stick,low,guaranteed,guaranteed,guaranteed
fence,stick,barbed,unlikely,guaranteed,guaranteed
fence,stick,high,probably,guaranteed,guaranteed
bathtub,foot,white,guaranteed,unrelated,probably
bathtub,foot,regular,guaranteed,probably,probably
bathtub,foot,old,guaranteed,probably,probably
bathtub,foot,huge,guaranteed,probably,unlikely
bathtub,foot,antique,guaranteed,probably,guaranteed
bathtub,foot,empty,impossible,impossible,unrelated
tree,decoration,old,unlikely,unrelated,unrelated
tree,decoration,green,unrelated,unlikely,unlikely
can,lid,white,probably,probably,unlikely
can,lid,open,guaranteed,guaranteed,probably
can,lid,empty,probably,pjj-nonsense,pjj-nonsense
can,lid,old,probably,guaranteed,guaranteed
wing,engine,broken,unrelated,probably,unrelated
wing,engine,conservative,pjj-nonsense,pjj-nonsense,pjj-nonsense
bush,shadow,curved,guaranteed,guaranteed,guaranteed
bush,shadow,lilac,guaranteed,unrelated,impossible
bush,shadow,dense,impossible,guaranteed,probably
bush,shadow,thick,probably,guaranteed,impossible
bush,shadow,low,probably,guaranteed,guaranteed
bush,shadow,colored,impossible,impossible,unrelated
bush,shadow,leafy,guaranteed,impossible,impossible
bush,shadow,green,impossible,impossible,impossible
fence,wire,white,guaranteed,unlikely,unlikely
fence,wire,metal,guaranteed,guaranteed,guaranteed
fence,wire,low,probably,guaranteed,guaranteed
fence,wire,barbed,probably,guaranteed,guaranteed
fence,wire,high,probably,guaranteed,guaranteed
wall,sticker,white,unlikely,unrelated,unrelated
building,chimney,original,probably,probably,probably
building,chimney,tall,unrelated,guaranteed,guaranteed
building,chimney,fine,pjj-nonsense,unrelated,probably
building,chimney,old,probably,guaranteed,probably
girl,eyebrow,old,guaranteed,guaranteed,guaranteed
girl,eyebrow,pretty,probably,unrelated,probably
lady,watch,beautiful,unrelated,unrelated,unrelated
lady,watch,poor,pjj-nonsense,unrelated,unrelated
fence,post,white,probably,probably,probably
fence,post,wooden,probably,guaranteed,probably
fence,post,metal,probably,guaranteed,probably
fence,post,low,probably,guaranteed,guaranteed
fence,post,high,probably,guaranteed,probably
basket,apple,huge,unlikely,unlikely,impossible
lady,necklace,beautiful,unrelated,unrelated,unrelated
lady,necklace,dear,unrelated,guaranteed,unrelated
lady,necklace,poor,unrelated,pjj-nonsense,pjj-nonsense
plate,meal,round,unrelated,unrelated,unrelated
plate,meal,thin,unrelated,unrelated,unrelated
plate,meal,white,unrelated,unrelated,unlikely
plate,meal,dirty,probably,guaranteed,probably
hot dog,chili,black,probably,unrelated,unrelated
wagon,wheel,light,guaranteed,guaranteed,probably
wagon,wheel,old,guaranteed,probably,probably
wagon,wheel,red,unlikely,unlikely,unrelated
girl,skin,beautiful,guaranteed,probably,guaranteed
girl,skin,old,guaranteed,guaranteed,guaranteed
girl,skin,poor,unrelated,pjj-nonsense,guaranteed
girl,skin,pretty,guaranteed,probably,guaranteed
beach,shore,rocky,probably,probably,guaranteed
beach,shore,white,probably,guaranteed,guaranteed
beach,shore,sandy,guaranteed,probably,probably
bedroom,bed,upstairs,guaranteed,guaranteed,guaranteed
bedroom,bed,white,unrelated,unrelated,unrelated
bedroom,bed,old,unrelated,unrelated,unrelated
bedroom,bed,darkened,guaranteed,guaranteed,guaranteed
bedroom,bed,messy,probably,probably,probably
bedroom,bed,dark,unrelated,guaranteed,guaranteed
bedroom,bed,colorful,unrelated,unrelated,unrelated
bedroom,bed,spare,unrelated,guaranteed,guaranteed
truck,cab,open,unrelated,guaranteed,unrelated
truck,cab,white,probably,unrelated,probably
truck,cab,old,probably,guaranteed,guaranteed
apple,sticker,red,unlikely,unlikely,unrelated
plate,crumb,white,unrelated,unlikely,unrelated
glass,part,broken,unrelated,guaranteed,probably
glass,part,used,guaranteed,guaranteed,guaranteed
glass,part,colored,probably,guaranteed,probably
glass,part,clear,probably,guaranteed,probably
glass,part,empty,guaranteed,impossible,guaranteed
glass,part,filled,guaranteed,impossible,guaranteed
truck,tailgate,open,unrelated,impossible,unlikely
sea,wave,open,pjj-nonsense,guaranteed,pjj-nonsense
sea,wave,blue,probably,unrelated,probably
sea,wave,deep,unrelated,unlikely,unlikely
sea,wave,heavy,unrelated,probably,probably
brush,head,sparse,guaranteed,guaranteed,pjj-nonsense
brush,head,soft,guaranteed,guaranteed,wjj-nonsense
brush,head,thick,guaranteed,guaranteed,guaranteed
brush,head,fine,guaranteed,guaranteed,pjj-nonsense
brush,head,dry,guaranteed,guaranteed,guaranteed
brush,head,stiff,guaranteed,guaranteed,wjj-nonsense
brush,head,green,unrelated,unrelated,probably
sandwich,filling,round,probably,probably,probably
sandwich,filling,hot,probably,guaranteed,probably
sandwich,filling,thick,unrelated,unrelated,probably
sandwich,filling,jelly,unrelated,guaranteed,guaranteed
sandwich,filling,quick,unrelated,pjj-nonsense,pjj-nonsense
meter,screen,triple,pjj-nonsense,pjj-nonsense,guaranteed
meter,screen,sound,probably,pjj-nonsense,probably
meter,screen,white,unrelated,impossible,unlikely
bird,tailfeathers,white,probably,unrelated,probably
plane,fin,horizontal,guaranteed,guaranteed,guaranteed
plane,fin,vertical,guaranteed,wjj-nonsense,guaranteed
plane,fin,white,probably,probably,guaranteed
man,handle,poor,unrelated,pjj-nonsense,impossible
shirt,star,clean,guaranteed,guaranteed,probably
shirt,star,white,unlikely,unrelated,unrelated
sheet,design,clean,guaranteed,guaranteed,guaranteed
sheet,design,blank,guaranteed,guaranteed,guaranteed
sheet,design,laminated,guaranteed,guaranteed,impossible
sheet,design,thin,guaranteed,guaranteed,unrelated
sheet,design,plastic,guaranteed,guaranteed,unlikely
sheet,design,green,unlikely,probably,probably
doughnut,edge,round,guaranteed,guaranteed,guaranteed
doughnut,edge,pink,probably,guaranteed,probably
cake,spot,round,unlikely,unrelated,unrelated
cake,spot,sweet,guaranteed,guaranteed,guaranteed
cake,spot,square,unlikely,unrelated,unrelated
cake,spot,national,wjj-nonsense,unrelated,guaranteed
suitcase,clothes,old,unrelated,unrelated,unrelated
suitcase,clothes,battered,pjj-nonsense,unrelated,unrelated
suitcase,clothes,heavy,unrelated,probably,unrelated
suitcase,clothes,open,unrelated,unrelated,probably
suitcase,clothes,dark,unrelated,unrelated,unrelated
suitcase,clothes,empty,impossible,guaranteed,probably
suitcase,clothes,green,unrelated,unrelated,unlikely
building,ledge,original,guaranteed,probably,probably
building,ledge,old,guaranteed,guaranteed,guaranteed
teddy bear,snout,white,unrelated,unrelated,unrelated
pant,dirt,white,unlikely,impossible,impossible
pant,dirt,thirsty,pjj-nonsense,wjj-nonsense,pjj-nonsense
pant,dirt,eternal,probably,wjj-nonsense,pjj-nonsense
guy,shoulder,nice,unrelated,unrelated,unrelated
guy,shoulder,old,guaranteed,guaranteed,guaranteed
guy,shoulder,poor,unrelated,pjj-nonsense,impossible
guy,shoulder,young,guaranteed,guaranteed,guaranteed
donut,powder,golden,unrelated,unrelated,unrelated
donut,powder,round,pjj-nonsense,guaranteed,impossible
donut,powder,blue,unrelated,unrelated,unrelated
donut,powder,jelly,impossible,unrelated,impossible
donut,powder,plain,probably,guaranteed,probably
donut,powder,stale,probably,unrelated,guaranteed
cow,tag,old,unrelated,unlikely,unrelated
cow,tag,red,unrelated,unrelated,unrelated
goat,head,white,unrelated,probably,probably
goat,head,old,guaranteed,guaranteed,guaranteed
goat,head,young,guaranteed,guaranteed,guaranteed
teddy bear,eye,white,unlikely,unrelated,unrelated
teddy bear,eye,forward,pjj-nonsense,unrelated,pjj-nonsense
rider,arm,free,pjj-nonsense,guaranteed,pjj-nonsense
rider,arm,bold,pjj-nonsense,unrelated,impossible
rider,arm,young,guaranteed,guaranteed,guaranteed
rider,arm,express,pjj-nonsense,pjj-nonsense,pjj-nonsense
rider,arm,black,guaranteed,guaranteed,guaranteed
rider,arm,lone,impossible,guaranteed,impossible
sink,pedestal,porcelain,probably,guaranteed,guaranteed
sink,pedestal,clean,probably,guaranteed,unrelated
sink,pedestal,old,probably,guaranteed,guaranteed
sink,pedestal,grey,probably,guaranteed,guaranteed
wave,cap,huge,probably,guaranteed,guaranteed
wave,cap,white,unrelated,guaranteed,guaranteed
cow,eyelash,dead,impossible,unlikely,guaranteed
shirt,collar,clean,guaranteed,guaranteed,guaranteed
shirt,collar,white,guaranteed,probably,guaranteed
phone,screen,tall,probably,guaranteed,probably
phone,screen,white,unlikely,unrelated,impossible
phone,screen,public,guaranteed,guaranteed,guaranteed
phone,screen,secure,pjj-nonsense,guaranteed,guaranteed
phone,screen,portable,guaranteed,guaranteed,guaranteed
dish,design,porcelain,guaranteed,probably,guaranteed
dish,design,white,unlikely,unlikely,probably
dish,design,shallow,guaranteed,guaranteed,pjj-nonsense
dish,design,deep,guaranteed,guaranteed,pjj-nonsense
dish,design,empty,guaranteed,guaranteed,pjj-nonsense
sign,reflection,sure,pjj-nonsense,guaranteed,pjj-nonsense
sign,reflection,outward,pjj-nonsense,unrelated,pjj-nonsense
sign,reflection,black,unrelated,unrelated,probably
sign,reflection,positive,unrelated,unrelated,pjj-nonsense
sign,reflection,negative,unrelated,pjj-nonsense,pjj-nonsense
man,luggage,poor,pjj-nonsense,unrelated,probably
man,shirt,poor,unrelated,pjj-nonsense,unrelated
ground,dirt,white,guaranteed,guaranteed,guaranteed
ground,dirt,dirty,guaranteed,guaranteed,guaranteed
ground,dirt,sandy,probably,probably,guaranteed
ground,dirt,firm,pjj-nonsense,probably,guaranteed
ground,dirt,dry,probably,guaranteed,guaranteed
ground,dirt,fertile,probably,guaranteed,guaranteed
ground,dirt,open,pjj-nonsense,guaranteed,probably
pillow,tassles,red,probably,unlikely,probably
tie,design,blue,unrelated,unrelated,unlikely
tie,design,strong,pjj-nonsense,unrelated,unrelated
man,baby,poor,unrelated,unrelated,unrelated
couch,blanket,comfortable,unrelated,unrelated,unrelated
couch,blanket,old,unrelated,unrelated,unrelated
couch,blanket,soft,unrelated,unrelated,unrelated
couch,blanket,purple,unrelated,unlikely,unrelated
couch,blanket,low,guaranteed,guaranteed,pjj-nonsense
beach,edge,rocky,probably,guaranteed,probably
beach,edge,white,guaranteed,guaranteed,probably
beach,edge,sandy,guaranteed,guaranteed,probably
beach,edge,private,guaranteed,guaranteed,guaranteed
street,brick,clean,guaranteed,guaranteed,guaranteed
street,brick,long,unrelated,unlikely,unlikely
street,brick,narrow,unrelated,unlikely,unlikely
vest,button,white,probably,probably,unrelated
table,leg,long,guaranteed,unrelated,unrelated
table,leg,white,probably,probably,guaranteed
table,leg,metal,guaranteed,probably,guaranteed
clock,sign,tall,unrelated,unrelated,guaranteed
clock,sign,old,unrelated,unrelated,guaranteed
clock,sign,framed,unrelated,unrelated,probably
clock,sign,antique,unrelated,unrelated,guaranteed
clock,sign,green,unrelated,unrelated,unrelated
clock,sign,internal,unrelated,pjj-nonsense,pjj-nonsense
lamb,wool,light,guaranteed,guaranteed,guaranteed
lamb,wool,white,guaranteed,guaranteed,guaranteed
lamb,wool,young,guaranteed,guaranteed,guaranteed
lamb,wool,poor,unrelated,guaranteed,pjj-nonsense
lamb,wool,shorn,guaranteed,pjj-nonsense,pjj-nonsense
hair,highlight,dark,unlikely,impossible,unlikely
hair,highlight,red,unlikely,impossible,unlikely
sneaker,logo,old,guaranteed,guaranteed,guaranteed
sneaker,logo,red,unlikely,unrelated,unrelated
bus,fender,black,probably,probably,unrelated
bus,fender,old,probably,probably,guaranteed
zebra,foot,dead,guaranteed,guaranteed,pjj-nonsense
zebra,foot,brown,probably,probably,unlikely
zebra,foot,tall,impossible,guaranteed,probably
zebra,foot,young,guaranteed,guaranteed,probably
zebra,foot,true,guaranteed,pjj-nonsense,pjj-nonsense
zebra,foot,female,guaranteed,guaranteed,pjj-nonsense
lamp,light,lighted,probably,guaranteed,guaranteed
lamp,light,black,unlikely,unlikely,impossible
lamp,light,tall,impossible,unrelated,guaranteed
lamp,light,shaded,unrelated,guaranteed,guaranteed
stove,panel,white,probably,probably,probably
stove,panel,electric,guaranteed,guaranteed,unlikely
stove,panel,old,guaranteed,probably,guaranteed
cup,liquid,hot,guaranteed,guaranteed,guaranteed
cup,liquid,blue,unrelated,unrelated,unrelated
cup,liquid,empty,guaranteed,impossible,pjj-nonsense
cup,liquid,plastic,impossible,impossible,impossible
cattle,head,far,guaranteed,guaranteed,guaranteed
cattle,head,white,probably,probably,probably
cattle,head,young,guaranteed,guaranteed,guaranteed
cattle,head,wild,unrelated,guaranteed,guaranteed
cattle,head,horned,probably,guaranteed,guaranteed
teddy bear,tummy,white,probably,probably,probably
building,railing,original,probably,guaranteed,probably
building,railing,tall,impossible,guaranteed,probably
building,railing,fine,probably,unrelated,pjj-nonsense
building,railing,old,probably,guaranteed,probably
park,tree,old,probably,unrelated,guaranteed
park,tree,public,guaranteed,guaranteed,guaranteed
park,tree,wooden,unrelated,guaranteed,guaranteed
park,tree,green,unrelated,unrelated,probably
park,tree,beautiful,probably,probably,guaranteed
racket,string,terrible,probably,probably,probably
racket,string,red,unrelated,unrelated,unrelated
paper,word,printed,guaranteed,probably,probably
paper,word,free,guaranteed,pjj-nonsense,pjj-nonsense
closet,door,upstairs,guaranteed,guaranteed,guaranteed
closet,door,white,unrelated,guaranteed,probably
closet,door,royal,guaranteed,probably,guaranteed
closet,door,open,guaranteed,guaranteed,guaranteed
closet,door,dark,unrelated,unrelated,unrelated
closet,door,private,guaranteed,guaranteed,guaranteed
closet,door,secret,probably,guaranteed,guaranteed
side,letter,far,guaranteed,guaranteed,wjj-nonsense
side,letter,yellow,unlikely,unlikely,unlikely
side,letter,dark,unlikely,unrelated,guaranteed
side,letter,inner,guaranteed,guaranteed,wjj-nonsense
side,letter,positive,guaranteed,pjj-nonsense,wjj-nonsense
ear,tip,human,guaranteed,guaranteed,guaranteed
ear,tip,floppy,guaranteed,probably,guaranteed
car,shadow,old,impossible,unrelated,impossible
car,shadow,white,impossible,unrelated,impossible
car,shadow,silver,impossible,unrelated,impossible
car,shadow,open,pjj-nonsense,pjj-nonsense,guaranteed
car,shadow,private,guaranteed,pjj-nonsense,impossible
zebra,whisker,black,unrelated,probably,impossible
bed,bar,comfortable,impossible,unrelated,pjj-nonsense
bed,bar,warm,unrelated,unrelated,unlikely
bed,bar,wooden,probably,guaranteed,probably
bed,bar,dry,guaranteed,unrelated,probably
bed,bar,narrow,guaranteed,unrelated,unrelated
park,grass,old,unrelated,unlikely,probably
park,grass,public,guaranteed,guaranteed,guaranteed
park,grass,wooden,impossible,impossible,unrelated
park,grass,green,guaranteed,unrelated,guaranteed
park,grass,beautiful,unrelated,probably,guaranteed
carrot,top,orange,impossible,unrelated,unlikely
carrot,top,thin,probably,guaranteed,guaranteed
carrot,top,raw,guaranteed,unrelated,guaranteed
carrot,top,grated,unrelated,unrelated,probably
laptop,wire,old,probably,guaranteed,probably
laptop,wire,open,unlikely,pjj-nonsense,impossible
laptop,wire,black,unrelated,probably,probably
laptop,wire,closed,probably,guaranteed,impossible
laptop,wire,typical,probably,guaranteed,guaranteed
girl,jean,beautiful,unrelated,unrelated,unrelated
girl,jean,old,unrelated,unrelated,unrelated
girl,jean,poor,unrelated,pjj-nonsense,unrelated
shade,edge,light,guaranteed,wjj-nonsense,pjj-nonsense
shade,edge,white,guaranteed,wjj-nonsense,guaranteed
shade,edge,cool,guaranteed,wjj-nonsense,guaranteed
shade,edge,dark,guaranteed,guaranteed,guaranteed
shade,edge,deep,pjj-nonsense,probably,pjj-nonsense
cup,utensil,plastic,unrelated,unrelated,probably
platform,brick,gray,guaranteed,guaranteed,guaranteed
platform,brick,raised,unrelated,guaranteed,guaranteed
platform,brick,wooden,impossible,guaranteed,guaranteed
roof,underside,flat,guaranteed,unrelated,guaranteed
roof,underside,grey,unrelated,unrelated,probably
face,eyebrow,yellow,unlikely,unlikely,unlikely
wall,bottom,high,impossible,unlikely,impossible
wall,bottom,white,probably,unrelated,probably
wall,bottom,anterior,probably,guaranteed,guaranteed
bat,stripe,white,unrelated,impossible,unlikely
bat,stripe,old,probably,guaranteed,guaranteed
bat,stripe,metal,unrelated,impossible,probably
bat,stripe,straight,unrelated,guaranteed,unlikely
bat,stripe,short,unrelated,guaranteed,unrelated
ocean,horizon,still,unrelated,unrelated,unrelated
ocean,horizon,vast,guaranteed,guaranteed,guaranteed
ocean,horizon,blue,unrelated,unrelated,probably
ocean,horizon,calm,unrelated,probably,unrelated
ocean,horizon,open,pjj-nonsense,guaranteed,probably
ocean,horizon,deep,guaranteed,impossible,impossible
ocean,horizon,wide,guaranteed,guaranteed,guaranteed
jet,front,black,guaranteed,guaranteed,probably
jet,front,liquid,guaranteed,guaranteed,pjj-nonsense
jet,front,free,guaranteed,guaranteed,guaranteed
jet,front,private,guaranteed,guaranteed,guaranteed
cake,nut,round,unrelated,unrelated,unrelated
cake,nut,square,unlikely,unrelated,unlikely
cake,nut,sweet,unlikely,unrelated,unrelated
apple,stem,fresh,guaranteed,guaranteed,guaranteed
apple,stem,rotten,guaranteed,probably,guaranteed
apple,stem,green,probably,unlikely,probably
apple,stem,golden,probably,unlikely,unrelated
kite,face,high,guaranteed,guaranteed,guaranteed
kite,face,blue,unrelated,probably,unrelated
kite,face,long,unrelated,guaranteed,unrelated
kite,face,old,probably,guaranteed,guaranteed
salad,leaf,simple,pjj-nonsense,unrelated,probably
salad,leaf,fresh,probably,guaranteed,guaranteed
salad,leaf,greek,unrelated,wjj-nonsense,probably
salad,leaf,mixed,pjj-nonsense,unlikely,unrelated
bike,engine,stationary,guaranteed,guaranteed,guaranteed
bike,engine,used,probably,probably,probably
bike,engine,old,probably,nonsense,probably
bike,engine,red,unlikely,impossible,unrelated
child,coat,dear,pjj-nonsense,impossible,unrelated
child,coat,poor,pjj-nonsense,impossible,unrelated
child,coat,young,probably,impossible,unrelated
kitten,face,young,guaranteed,guaranteed,guaranteed
kitten,face,white,probably,unrelated,probably
kitten,face,tiny,probably,guaranteed,guaranteed
kitten,face,newborn,guaranteed,guaranteed,guaranteed
snowboarder,foot,professional,guaranteed,pjj-nonsense,guaranteed
goat,ear,white,probably,probably,probably
goat,ear,old,guaranteed,guaranteed,guaranteed
goat,ear,young,guaranteed,guaranteed,guaranteed
building,corner,brown,guaranteed,guaranteed,guaranteed
building,corner,old,guaranteed,guaranteed,guaranteed
building,corner,public,guaranteed,guaranteed,guaranteed
building,corner,fine,wjj-nonsense,unrelated,probably
building,corner,original,pjj-nonsense,unrelated,guaranteed
elephant,foot,wild,pjj-nonsense,guaranteed,guaranteed
elephant,foot,red,probably,probably,guaranteed
elephant,foot,young,guaranteed,guaranteed,guaranteed
pitcher,shoe,broken,wjj-nonsense,unrelated,unlikely
pitcher,shoe,empty,wjj-nonsense,unrelated,unrelated
pitcher,shoe,white,unrelated,unrelated,unrelated
restaurant,door,nice,probably,guaranteed,probably
restaurant,door,italian,unrelated,probably,unrelated
restaurant,door,busy,guaranteed,guaranteed,guaranteed
restaurant,door,french,unrelated,probably,unrelated
restaurant,door,chinese,unrelated,probably,unrelated
fish,tail,dead,guaranteed,guaranteed,guaranteed
fish,tail,raw,guaranteed,guaranteed,guaranteed
fish,tail,grey,guaranteed,probably,guaranteed
scene,tree,indoor,guaranteed,guaranteed,guaranteed
scene,tree,political,pjj-nonsense,pjj-nonsense,unlikely
scene,tree,american,guaranteed,guaranteed,probably
scene,tree,national,guaranteed,unrelated,pjj-nonsense
pole,lamp,metallic,unlikely,unlikely,impossible
pole,lamp,tall,probably,guaranteed,impossible
pole,lamp,long,probably,unrelated,impossible
pole,lamp,green,unlikely,unrelated,unlikely
umpire,number,neutral,pjj-nonsense,probably,unrelated
umpire,number,natural,pjj-nonsense,probably,unrelated
umpire,number,white,unrelated,unrelated,unrelated
umpire,number,permanent,pjj-nonsense,wjj-nonsense,guaranteed
bear,claw,white,probably,unlikely,probably
box,food,brown,unrelated,unrelated,unrelated
box,food,wooden,impossible,impossible,unlikely
box,food,cardboard,unlikely,impossible,unlikely
box,food,safe,guaranteed,unrelated,unrelated
box,food,appropriate,guaranteed,pjj-nonsense,unrelated
box,food,empty,probably,unrelated,impossible
tower,side,tall,probably,guaranteed,guaranteed
tower,side,white,probably,guaranteed,guaranteed
tower,side,old,probably,guaranteed,guaranteed
tower,side,round,guaranteed,guaranteed,guaranteed
tower,side,high,probably,guaranteed,guaranteed
tower,side,lofty,probably,guaranteed,guaranteed
toilet,button,white,unrelated,unrelated,probably
toilet,button,clear,unrelated,unrelated,unlikely
giraffe,horn,brown,probably,probably,probably
giraffe,horn,tall,unlikely,unrelated,guaranteed
giraffe,horn,young,guaranteed,guaranteed,guaranteed
pasture,cow,open,guaranteed,impossible,unrelated
pasture,cow,green,impossible,impossible,impossible
pasture,cow,excellent,guaranteed,guaranteed,unrelated
head,ear,bowed,pjj-nonsense,guaranteed,guaranteed
short,line,dead,guaranteed,pjj-nonsense,pjj-nonsense
short,line,blue,impossible,unrelated,unlikely
short,line,long,guaranteed,probably,probably
short,line,electrical,guaranteed,pjj-nonsense,pjj-nonsense
tennis court,grass,open,guaranteed,pjj-nonsense,guaranteed
tennis court,grass,white,guaranteed,guaranteed,impossible
door,arch,inner,probably,guaranteed,guaranteed
door,arch,white,probably,unrelated,probably
door,arch,heavy,unlikely,unrelated,unrelated
door,arch,wooden,probably,unrelated,probably
building,mark,brown,unrelated,probably,guaranteed
building,mark,old,unrelated,probably,guaranteed
building,mark,public,guaranteed,guaranteed,guaranteed
building,mark,fine,unlikely,unrelated,guaranteed
building,mark,original,guaranteed,unrelated,unrelated
person,board,responsible,guaranteed,pjj-nonsense,pjj-nonsense
person,board,human,impossible,impossible,impossible
bird,face,dead,guaranteed,guaranteed,pjj-nonsense
bird,face,male,guaranteed,guaranteed,pjj-nonsense
bird,face,white,probably,probably,unlikely
bird,face,old,guaranteed,guaranteed,pjj-nonsense
bird,face,beautiful,guaranteed,guaranteed,probably
racquet,w,old,probably,guaranteed,guaranteed
microwave,window,digital,unrelated,guaranteed,unlikely
microwave,window,white,impossible,impossible,unlikely
microwave,window,reflective,impossible,guaranteed,probably
microwave,window,private,guaranteed,guaranteed,guaranteed
woman,banana,beautiful,unrelated,unrelated,unrelated
tv,logo,black,unrelated,unlikely,unlikely
tv,logo,commercial,guaranteed,guaranteed,impossible
toilet,drain,blue,guaranteed,unrelated,guaranteed
toilet,drain,closed,unrelated,impossible,guaranteed
rose,leaf,wild,guaranteed,guaranteed,guaranteed
rose,leaf,white,unlikely,guaranteed,unlikely
